,Election,CandidateID,CandidateName,Date,Name,ContributerType,BoroughName,City,State,ZipCode,ContributionState,Amount,MatchAmt,PrevAmt,PayMethod,TotalAmount
12,2017,2071,"Malliotakis, Nicole",2017-07-10,Association of Surrogates Repo,Other,Manhattan,New York,NY,10007.0,,500.0,0.0,0.0,Check,500.0
13,2017,326,"de Blasio, Bill",2017-11-02,Association of Theatrical Pres,Labor Union,Manhattan,New York,NY,10036.0,,400.0,0.0,0.0,Check,400.0
14,2017,326,"de Blasio, Bill",2015-10-15,ATU NY COPE Fund,Political Action Committee,Other,Washington,DC,20016.0,,4950.0,0.0,0.0,Check,4950.0
15,2017,2071,"Malliotakis, Nicole",2017-07-20,Believe in New York,Political Action Committee,Other,RIDGEFIELD,CT,6877.0,,1000.0,0.0,0.0,Check,1000.0
16,2017,2071,"Malliotakis, Nicole",2017-07-20,Believe in New York,Political Action Committee,Other,RIDGEFIELD,CT,6877.0,,-1000.0,0.0,0.0,Unknown,-1000.0
17,2017,2071,"Malliotakis, Nicole",2017-06-06,Boyle for Senate,Other,Other,BAYSHORE,NY,11706.0,,500.0,0.0,0.0,Check,500.0
18,2017,2071,"Malliotakis, Nicole",2017-10-24,BRING BROOKLYN BACK,Political Action Committee,Other,MINEOLA,NY,11501.0,,200.0,0.0,0.0,Check,200.0
19,2017,326,"de Blasio, Bill",2016-07-06,Building & Construction Trades,Political Action Committee,Manhattan,New York,NY,10010.0,,2500.0,0.0,0.0,Check,2500.0
20,2017,326,"de Blasio, Bill",2017-05-02,Building for New Yorkers PAC,Political Action Committee,Other,Merrick,NY,11566.0,,4950.0,0.0,0.0,Check,4950.0
21,2017,326,"de Blasio, Bill",2017-03-05,California State Council of Un,Labor Union,Other,San Francisco,CA,94102.0,,4950.0,0.0,0.0,Check,4950.0
22,2017,326,"de Blasio, Bill",2017-03-05,California State Council of Un,Labor Union,Other,San Francisco,CA,94102.0,,-4950.0,0.0,0.0,Unknown,-4950.0
23,2017,326,"de Blasio, Bill",2016-07-06,Captains Endowment Association,Political Action Committee,Manhattan,New York,NY,10038.0,,2000.0,0.0,0.0,Check,2000.0
24,2017,326,"de Blasio, Bill",2017-05-09,Carolyn's PAC,Political Action Committee,Manhattan,New York,NY,10128.0,,1000.0,0.0,0.0,Check,1000.0
25,2017,326,"de Blasio, Bill",2017-05-09,Carolyn's PAC,Political Action Committee,Manhattan,New York,NY,10128.0,,-1000.0,0.0,0.0,Unknown,-1000.0
26,2017,326,"de Blasio, Bill",2017-08-23,Civil Service Technical Guild,Political Action Committee,Manhattan,New York,NY,10007.0,,4950.0,0.0,0.0,Check,4950.0
27,2017,326,"de Blasio, Bill",2017-08-23,Civil Service Technical Guild,Political Action Committee,Manhattan,New York,NY,10007.0,,-4950.0,0.0,0.0,Unknown,-4950.0
28,2017,2071,"Malliotakis, Nicole",2017-08-14,CONSERVATIVE PARTY OF MONROE C,Political Action Committee,Other,PITTSFORD,NY,14534.0,,1000.0,0.0,0.0,Check,1000.0
29,2017,2071,"Malliotakis, Nicole",2017-08-14,CONSERVATIVE PARTY OF MONROE C,Political Action Committee,Other,PITTSFORD,NY,14534.0,,-1000.0,0.0,0.0,Unknown,-1000.0
30,2017,326,"de Blasio, Bill",2017-05-09,Corey 2017,Candidate Committee,Manhattan,New York,NY,10001.0,NY,2382.0,0.0,0.0,Credit Card,2382.0
31,2017,326,"de Blasio, Bill",2017-05-11,Corey 2017,Candidate Committee,Manhattan,New York,NY,10001.0,NY,125.0,0.0,2382.0,Credit Card,2507.0
32,2017,326,"de Blasio, Bill",2017-06-27,Corey 2017,Candidate Committee,Manhattan,New York,NY,10001.0,NY,2443.0,0.0,2507.0,Check,4950.0
33,2017,326,"de Blasio, Bill",2016-06-29,Council of School Supervisors,Political Action Committee,Manhattan,New York,NY,10006.0,,2500.0,0.0,0.0,Check,2500.0
34,2017,326,"de Blasio, Bill",2017-01-06,Council of School Supervisors,Political Action Committee,Manhattan,New York,NY,10006.0,,2450.0,0.0,2500.0,Check,4950.0
35,2017,326,"de Blasio, Bill",2015-10-27,Cozen O'Connor Empire State PA,Political Action Committee,Other,Philadelphia,PA,19103.0,,2000.0,0.0,0.0,Check,2000.0
36,2017,326,"de Blasio, Bill",2017-08-01,CSE Political Action Fund,Political Action Committee,Other,Albany,NY,12210.0,,2500.0,0.0,0.0,Check,2500.0
37,2017,326,"de Blasio, Bill",2015-10-21,CWA District One PAC,Political Action Committee,Manhattan,New York,NY,10005.0,,2500.0,0.0,0.0,Check,2500.0
38,2017,326,"de Blasio, Bill",2016-05-05,CWA District One PAC,Political Action Committee,Manhattan,New York,NY,10005.0,,2450.0,0.0,2500.0,Check,4950.0
39,2017,326,"de Blasio, Bill",2015-10-28,D & M PAC LLC,Political Action Committee,Manhattan,New York,NY,10158.0,,1500.0,0.0,0.0,Check,1500.0
